Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,,Annual Change (90-91),Annual Change (91-92),Annual Change (92-93),Annual Change (93-94),Annual Change (94-95),Annual Change (95-96),Annual Change (96-97),Annual Change (97-98),Annual Change (98-99),Annual Change (99-00),Annual Change (00-01),Annual Change (01-02),Annual Change (02-03),Annual Change (03-04),Annual Change (04-05),Annual Change (05-06),Annual Change (06-07),Annual Change (07-08),Annual Change (08-09),Annual Change (09-10),Annual Change (10-11),Annual Change (11-12),Annual Change (12-13),Annual Change (13-14),Annual Change (14-15),Annual Change (15-16),Annual Change (16-17),Annual Change (17-18),Annual Change (18-19),Annual Change (19-20)
Early-demographic dividend,EAR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",35.52673552,35.63487221,35.7962491,35.65330288,36.08881536,36.02897373,36.07166753,36.13545996,36.31601258,36.3684368,36.29230285,36.28217715,36.14505677,36.31264331,36.4579361,36.59579288,36.12128819,35.97101551,35.42247244,35.08240965,34.73575997,34.19566476,33.77345082,33.59640333,33.41297081,33.41426819,33.36193231,33.29365916,33.2094392,33.52293133,31.10509104,31.98238928,,0.304381142,0.45286227,-0.399332942,1.221520712,-0.165817676,0.118498532,0.176849133,0.499654959,0.14435565,-0.209340713,-0.027900426,-0.377927641,0.463649969,0.400116258,0.378125561,-1.296609938,-0.416022499,-1.524958534,-0.960019905,-0.988101121,-1.554867965,-1.23470021,-0.524220907,-0.545988566,0.003882878,-0.15662735,-0.204643866,-0.252960958,0.943985001,-7.212496611
East Asia & Pacific,EAS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",66.35562197,66.14274768,66.04448783,65.75082113,65.71615414,65.5609731,65.45988251,65.20471727,64.9748835,64.73324791,64.59930392,64.08984094,63.433358,62.94355737,62.44051736,62.00765987,61.58123984,61.56859332,61.15208727,60.68683166,60.28124233,60.50660111,60.43428715,60.27313975,60.32597799,60.32870524,60.23192946,60.09493125,60.1938511,60.25035313,59.11919191,59.04029787,,-0.320808226,-0.148557251,-0.444649825,-0.052724802,-0.236138355,-0.154193241,-0.389804,-0.352480272,-0.371890761,-0.206916847,-0.788650882,-1.024316688,-0.772149937,-0.799192207,-0.693231752,-0.687689285,-0.020536312,-0.676491102,-0.760817218,-0.668331689,0.373845605,-0.11951416,-0.266648969,0.087664657,0.004520862,-0.160414153,-0.227451151,0.164605989,0.093866786,-1.877435013
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",52.8344234,52.89959633,52.92311249,51.33724145,51.17616298,50.85356244,50.29272542,49.42838025,49.0415483,50.48267059,49.82549904,49.3383155,49.7321795,49.25323476,48.76158574,48.72537063,48.64357685,48.86781508,48.87910423,48.92701461,48.94803188,49.17937224,49.10497974,49.06312903,49.00937995,49.0660796,49.12864672,49.17924802,49.17779366,48.95301308,47.54388535,47.40483693,,0.12335316,0.04445432,-2.996556644,-0.313765329,-0.630372663,-1.102847068,-1.718628603,-0.782611021,2.938574202,-1.301776508,-0.977779555,0.798292361,-0.963047967,-0.998206556,-0.07426975,-0.167866926,0.460982191,0.023101408,0.098018116,0.042956374,0.472624436,-0.151267683,-0.085227027,-0.109550865,0.115691439,0.127516026,0.102997544,-0.002957263,-0.457077399,-2.878531141
Europe & Central Asia,ECS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",48.9676288,49.40268192,49.41326064,48.68741815,48.65008116,48.48180156,48.30599874,48.0915318,48.13271584,49.01578676,48.92040163,48.69437228,48.95120476,48.92757772,48.826551,49.08267652,49.28321217,49.50934102,49.72957465,49.90530875,49.95388195,50.1648736,50.3637032,50.44021896,50.51367982,50.5464157,50.7369516,50.8769922,50.94789033,50.9798474,50.13581526,50.32123172,,0.888450464,0.021413252,-1.46892247,-0.076687145,-0.345897881,-0.362616118,-0.443975783,0.08563679,1.834658408,-0.19460083,-0.462034949,0.527437701,-0.048266519,-0.206482146,0.524561968,0.408567071,0.458835437,0.444832497,0.353379441,0.097330741,0.422372881,0.396352235,0.15192639,0.145639468,0.064805966,0.376952346,0.27601303,0.139352038,0.062725023,-1.655619198
Ecuador,ECU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",47.06100082,47.43399811,47.48799896,47.52500153,47.9090004,47.99900055,48.00400162,48.45899963,51.6230011,51.1230011,50.62099838,50.11700058,49.61000061,49.10200119,52.67300034,51.86100006,52.64599991,51.90399933,51.97800064,49.61899948,47.96900177,47.02600098,48.04100037,48.09199905,47.65599823,51.88100052,55.38600159,56.15499878,54.4659996,54.39300156,48.29299927,53.34400177,,0.792582558,0.113844198,0.07791982,0.80799339,0.187856461,0.010419109,0.947833516,6.529233968,-0.968560505,-0.981950796,-0.995629914,-1.011632707,-1.023985918,7.27261427,-1.541587283,1.513661222,-1.409414924,0.14257343,-4.538460754,-3.325334506,-1.965854528,2.158379128,0.10615659,-0.906597423,8.865625411,6.755847098,1.388432402,-3.007745014,-0.134024983,-11.21468225
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",22.27300072,22.28199959,23.09600067,22.41200066,23.23200035,21.86300087,21.1609993,20.47800064,19.81100082,20.64100075,20.5340004,20.45700073,18.29800034,19.02700043,19.77700043,20.54899979,21.34399986,23.40099907,21.95199966,22.9659996,23.2329998,22.56900024,22.54500008,23.05400085,23.20199966,22.84799957,23.15399933,22.26099968,18.4829998,15.89999962,15.42300034,15.38500023,,0.040402598,3.653177894,-2.961551764,3.65875277,-5.892731838,-3.210911328,-3.227629507,-3.257153023,4.189591082,-0.518387419,-0.374986183,-10.55384621,3.984042399,3.941766874,3.903520971,3.868801813,9.63736516,-6.192040778,4.619168889,1.162589058,-2.858001821,-0.106341298,2.257710253,0.641965838,-1.525730957,1.339284671,-3.856783601,-16.97138463,-13.9750052,-2.999995562
Euro area,EMU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",42.00876829,43.03938178,43.02606808,43.05669654,43.39016767,43.55524631,43.86815884,44.11021225,44.63853226,45.28185995,45.64347701,45.68185214,46.31244818,47.04690329,47.35277175,48.02796376,48.56186135,48.98131997,49.45708781,49.74739898,49.89363538,50.13273975,50.58130266,50.7249063,50.77106333,50.76162614,51.1341505,51.26693514,51.37418103,51.64946781,51.08053949,51.72186462,,2.453329468,-0.030933777,0.071185822,0.774493078,0.380451719,0.718426737,0.551774705,1.197727213,1.441193625,0.798591447,0.084075841,1.380408203,1.585869757,0.65013517,1.425876421,1.111639025,0.863761419,0.971325078,0.586996073,0.293957897,0.479228189,0.894750435,0.28390658,0.090994809,-0.018587738,0.733870029,0.259678965,0.209191152,0.535846561,-1.101518254
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",72.31999969,72.19499969,72.08100128,71.98000336,71.89099884,71.81600189,71.88700104,71.97699738,72.08300018,72.19400024,72.29699707,72.58699799,72.86599731,73.13300323,73.38700104,73.6230011,73.61199951,73.58999634,73.55599976,73.5039978,73.44200134,73.29699707,73.16899872,73.05699921,72.95800018,72.8730011,72.91699982,72.93599701,72.95500183,73.0039978,67.94999695,70.18299866,,-0.172842921,-0.157903475,-0.140117261,-0.123651726,-0.104320359,0.098862571,0.125191393,0.147273173,0.153989236,0.142666739,0.401124427,0.384365432,0.366434181,0.347309411,0.32158292,-0.014943138,-0.029890743,-0.046197287,-0.070697092,-0.084344337,-0.197440524,-0.174629735,-0.153069625,-0.135509293,-0.116504131,0.060377256,0.026053173,0.026056848,0.067159167,-6.922909713
Spain,ESP,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",32.47100067,32.45999908,34.56200027,35.09400177,36.31100082,36.77700043,37.29299927,38.04600143,38.38399887,39.07400131,40.66799927,39.53300095,42.11000061,43.61700058,44.99900055,46.50099945,47.91799927,48.97600174,50.36500168,51.4620018,52.1609993,52.81900024,53.44400024,53.38399887,53.11500168,53.13399887,53.04999924,52.63100052,52.41899872,52.68899918,51.61299896,52.65399933,,-0.033881268,6.475666203,1.539267089,3.467826388,1.283356539,1.40304765,2.019151534,0.888391483,1.797630423,4.079433643,-2.790888025,6.518603705,3.578722269,3.168489238,3.33784947,3.047245938,2.207943754,2.836082754,2.178100041,1.358278872,1.261480713,1.183286312,-0.112269615,-0.50389105,0.035766152,-0.158090179,-0.789818519,-0.402807848,0.515081296,-2.042172428
Estonia,EST,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",66.64399719,64.97299957,61.94599915,59.99900055,59.65399933,57.91600037,56.14099884,54.34500122,52.5359993,51.52899933,52.63800049,52.33200073,51.15999985,52.4090004,53.29100037,53.59500122,54.77099991,54.04100037,54.7159996,54.67900085,55.08599854,55.66400146,55.39799881,55.38999939,54.57400131,55.91400146,56.34799957,57.04899979,57.36299896,57.61999893,57.55899811,57.45299911,,-2.507349034,-4.658858983,-3.143057862,-0.575011613,-2.913465957,-3.064786095,-3.199083837,-3.328736557,-1.916780842,2.152188426,-0.581328609,-2.239549164,2.441361519,1.682916985,0.570454396,2.194232038,-1.33282128,1.249050226,-0.067619616,0.74434001,1.049273763,-0.47787196,-0.014439908,-1.473186652,2.455381904,0.776188605,1.244055191,0.550402596,0.448023942,-0.105867451
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",66.59400177,66.56999969,66.55899811,66.55799866,66.56500244,67.35399628,68.125,68.88600159,69.63700104,70.3769989,71.10500336,71.8259964,72.53399658,73.23000336,73.91400146,74.58799744,74.5490036,74.51100159,74.47200012,74.43299866,74.39299774,74.35299683,74.31199646,74.27300262,74.3690033,74.46800232,74.5510025,74.63899994,74.72899628,74.81700134,71.02899933,72.33499908,,-0.036042398,-0.016526344,-0.001501601,0.010522829,1.18529829,1.144703753,1.11706655,1.090206186,1.062650391,1.034435209,1.013983557,0.985715783,0.95955939,0.934040798,0.911865084,-0.052278968,-0.050975885,-0.05234323,-0.052370642,-0.053740836,-0.053769732,-0.055142856,-0.052473137,0.129253791,0.133118664,0.111457513,0.118036557,0.120575487,0.11776562,-5.063023038
European Union,EUU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",45.27754989,46.09899726,46.07787288,45.90334528,45.93735645,45.83836665,45.83144028,46.01840072,46.34660317,46.82967342,47.10192399,47.07969965,47.16072942,47.50255183,47.67102297,48.12261448,48.53717736,48.83110702,49.19325333,49.45858635,49.58569068,49.77068434,50.20303772,50.34659504,50.4689479,50.45480315,50.71406985,50.94884974,51.04510038,51.24844438,50.72489441,51.33357507,,1.814248736,-0.04582396,-0.378766604,0.074093005,-0.215488677,-0.015110414,0.407930528,0.713198297,1.042299162,0.581363372,-0.047183508,0.172111896,0.724803073,0.354657022,0.947308208,0.861472062,0.605576335,0.741630342,0.539368734,0.256991437,0.373078705,0.868690855,0.285953443,0.243021128,-0.02802664,0.513859315,0.462948229,0.18891622,0.398361431,-1.021591918
Fragile and conflict affected situations,FCS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",55.03331816,55.04490673,54.92317843,54.7971637,54.66437147,54.70061376,54.64907352,54.64697023,54.6381894,54.64252407,54.64385411,54.52755571,54.33338472,54.15369241,54.11236763,54.03468534,53.75621243,53.49827998,53.19036585,52.8315664,52.48866682,52.33586491,51.61468938,51.12161924,50.95625616,50.86927846,50.64469543,50.23143244,50.15107239,49.72902561,47.98669581,48.12009845,,0.021057374,-0.221143629,-0.229438154,-0.24233413,0.066299657,-0.094222412,-0.003848726,-0.016068288,0.007933417,0.002434069,-0.212829783,-0.356097012,-0.330721725,-0.076310186,-0.143557368,-0.515359541,-0.479818858,-0.575558939,-0.674557213,-0.649043006,-0.2911141,-1.377975743,-0.95529034,-0.323469958,-0.170690909,-0.441490508,-0.816004483,-0.159979619,-0.841550851,-3.50364759
Finland,FIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",58.98099899,57.7179985,56.32799911,55.49200058,54.77700043,56.24900055,54.59199905,54.83399963,55.09999847,56.14599991,56.18799973,56.53300095,56.85699844,56.52600098,56.30899811,56.74900055,57.04600143,57.35499954,57.36899948,56.94499969,56.00799942,55.7859993,55.9679985,55.51699829,55.4659996,55.59500122,54.99000168,55.18899918,55.87900162,55.78900146,55.25,56.45999908,,-2.141368423,-2.408259859,-1.484161604,-1.288474276,2.687259453,-2.945832778,0.443289464,0.485098373,1.898369262,0.074804647,0.614012284,0.573112151,-0.582157828,-0.383899206,0.78140698,0.523358794,0.541664797,0.024409274,-0.739074745,-1.645447853,-0.396372169,0.32624531,-0.805818013,-0.091861393,0.232577828,-1.088226511,0.361879417,1.250253586,-0.161062564,-0.966142879
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",39.5,39.54999924,39.47900009,39.4679985,39.42200089,39.4090004,39.37200165,38.96900177,38.56499863,38.1570015,37.74700165,37.32500076,36.90200043,36.47900009,36.05799866,34.83399963,36.5719986,38.33499908,40.12099838,41.92399979,43.73899841,45.56200027,44.13800049,42.73099899,41.3390007,39.80099869,38.2840004,38.29600143,38.30799866,38.31499863,37.95700073,37.70100021,,0.126580347,-0.179517438,-0.027866934,-0.11654409,-0.032977748,-0.093884007,-1.023569697,-1.036729516,-1.057946703,-1.074507512,-1.117971936,-1.133289557,-1.146280231,-1.154092583,-3.394528451,4.989375267,4.820629323,4.658926153,4.493909615,4.329259221,4.167909481,-3.125411039,-3.187732747,-3.257584245,-3.720462488,-3.811457855,0.031347397,0.031327612,0.018272867,-0.934354449
France,FRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",46.62200165,46.8219986,47.2480011,47.72000122,47.91999817,48.16600037,48.55500031,48.24000168,48.55899811,48.89899826,49.06600189,48.87099838,49.08499908,50.31999969,50.13499832,50.45600128,50.52000046,50.89699936,51.10100174,51.44400024,51.45500183,51.32300186,51.54100037,51.72999954,51.63899994,51.5870018,51.52700043,51.30500031,51.42399979,51.2519989,50.62200165,51.89699936,,0.428975465,0.909834085,0.998984319,0.419105078,0.513360198,0.807623502,-0.648746009,0.661269524,0.700179505,0.341527715,-0.397431015,0.43788895,2.516044888,-0.36764979,0.640277193,0.126841554,0.746236932,0.40081416,0.671216792,0.021385559,-0.256534768,0.424757899,0.366696755,-0.175912631,-0.100695479,-0.11631103,-0.430842316,0.231945191,-0.334475898,-1.22921499
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",38.37400055,38.31200027,38.26599884,38.23600006,38.22399902,38.23099899,38.23699951,38.26300049,38.30799866,38.36700058,38.43999863,38.5340004,38.63899994,38.75,38.86000061,38.9620018,39.11800003,39.25899887,39.38199997,39.48500061,39.56800079,39.67900085,39.78099823,39.86000061,39.91500092,39.95500183,39.84500122,39.74700165,39.6629982,39.60200119,39.00099945,39.11700058,,-0.161568442,-0.120070563,-0.078395391,-0.03138675,0.018313022,0.015695428,0.067999521,0.117602301,0.154019851,0.190262584,0.244541554,0.272485444,0.287274674,0.283872543,0.262483759,0.400385562,0.360444911,0.313306763,0.261542433,0.210206868,0.28052987,0.25705631,0.198593258,0.137983704,0.100215244,-0.275311238,-0.245951988,-0.211345372,-0.153788196,-1.517604468
United Kingdom,GBR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",52.49700165,52.31800079,52.47000122,52.54299927,52.5890007,52.56200027,52.99499893,53.39799881,53.42900085,53.79100037,54.19300079,54.08499908,54.64699936,54.56200027,54.92599869,55.38999939,55.89400101,55.67399979,55.95700073,56.13999939,56.05599976,56.19499969,56.40299988,56.74900055,57.01900101,57.1969986,57.49499893,57.79000092,58.02600098,58.46099854,58.60300064,58.04399872,,-0.340973482,0.290531796,0.139123395,0.087550073,-0.051342347,0.82378649,0.760448884,0.058058439,0.677533747,0.747337704,-0.199290881,1.039105638,-0.155542089,0.667128058,0.844774265,0.909914466,-0.393604352,0.508317971,0.327034428,-0.149625284,0.247966212,0.37014002,0.613443739,0.475780111,0.312172409,0.521006946,0.513091554,0.408375251,0.749659724,0.242900582
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",57.20299911,57.89300156,58.66699982,59.5379982,60.52099991,59.86100006,58.43700027,57.19200134,56.69100189,58.10900116,55.00099945,58.06299973,55.83599854,57.43000031,56.77000046,55.84700012,53.56000137,54.81999969,54.05400085,54.5,55.67699814,56.02299881,57.15299988,56.33100128,57.24200058,58.88800049,57.79899979,56.6230011,55.5340004,54.50999832,50.73300171,50.99499893,,1.206234729,1.336946159,1.484647903,1.651049311,-1.090530309,-2.378843963,-2.130497674,-0.875995662,2.501277487,-5.348571903,5.567172061,-3.835491106,2.85479227,-1.149224872,-1.625859306,-4.095114767,2.352498673,-1.397298148,0.825099231,2.159629612,0.621442755,2.01703067,-1.438242258,1.617225466,2.875510799,-1.849274373,-2.034635015,-1.923247939,-1.843919163,-6.928997851
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",76.42199707,76.45899963,76.04799652,75.63200378,75.21099854,74.78600311,74.35600281,73.92099762,73.48200226,73.03800201,72.58999634,72.11399841,71.63400269,71.14900208,70.65899658,70.16500092,69.66600037,69.16200256,68.65399933,68.14099884,67.62400055,67.10399628,66.57900238,66.05000305,65.51799774,64.98100281,65.04100037,65.11399841,65.19400024,65.27899933,64.65699768,64.52700043,,0.048418734,-0.537547071,-0.547013407,-0.556649603,-0.565070842,-0.57497431,-0.585030356,-0.593870991,-0.604229921,-0.613387092,-0.655734879,-0.66560687,-0.677053623,-0.688703255,-0.699126354,-0.711181562,-0.723448741,-0.734512038,-0.747225935,-0.758718392,-0.768964078,-0.782358616,-0.79454379,-0.805458419,-0.819614385,0.092330921,0.112233893,0.122864258,0.130378692,-0.952835758
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",63.42699814,63.30699921,63.2179985,63.15499878,63.11399841,63.0909996,63.00699997,62.94900131,62.91400146,62.90100098,62.9109993,62.8390007,62.79399872,62.77399826,62.77299881,62.78699875,62.81000137,62.84400177,62.88899994,62.94400024,63.00699997,63.06999969,63.14500046,63.22900009,63.31800079,63.4090004,63.5530014,63.70199966,63.85599899,64.01399994,61.48699951,62.06100082,,-0.189192198,-0.14058588,-0.099654729,-0.064920223,-0.036440109,-0.133140439,-0.092051133,-0.055600322,-0.020663903,0.01589533,-0.114445164,-0.071614735,-0.031850906,-0.001592141,0.022302486,0.036635968,0.054132138,0.071602966,0.087456161,0.100088531,0.099988454,0.118916701,0.133026579,0.140759306,0.143718377,0.227098687,0.234447244,0.241749599,0.247433207,-3.947574639
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",45.37200165,45.15599823,44.98099899,44.83599854,45.09999847,45.36999893,45.65399933,45.94499969,46.23699951,46.52899933,46.81700134,47.09999847,47.38199997,47.6609993,47.93899918,48.2159996,48.48799896,48.76100159,49.0320015,49.30400085,49.57600021,49.84700012,50.11700058,50.16799927,50.22000122,50.27399826,50.29299927,50.3219986,50.36100006,50.41400146,48.11500168,48.91699982,,-0.476072049,-0.387543724,-0.322359354,0.588812444,0.598670658,0.625965183,0.637403887,0.635542102,0.631528473,0.618973153,0.604475133,0.598729309,0.588829785,0.583285877,0.577818544,0.564126766,0.563031328,0.555771825,0.554738438,0.551678068,0.546635282,0.541658389,0.101759258,0.103655625,0.107520985,0.037794899,0.057660766,0.077503807,0.105242953,-4.560240647
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",63.63499832,63.61999893,63.61100006,63.61399841,63.63800049,63.68600082,63.68199921,63.70800018,63.7519989,63.8030014,63.85499954,63.91199875,63.97499847,64.04399872,64.11799622,64.19300079,64.23300171,64.27600098,64.31700134,64.35500336,64.38899994,64.39700317,64.41100311,64.4280014,64.4469986,64.47000122,64.48200226,64.5019989,64.53099823,64.57099915,63.6230011,63.86800003,,-0.023570975,-0.01414472,0.004713575,0.037730807,0.075427159,-0.006283355,0.040829397,0.069063097,0.080001417,0.08149795,0.089263498,0.09857261,0.107855015,0.115541657,0.116978979,0.062313516,0.066942641,0.063787986,0.059085488,0.052826634,0.012429506,0.021740047,0.026390353,0.029485925,0.035692313,0.018614918,0.031011201,0.044958806,0.061987133,-1.468148332
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",49.4980011,49.46300125,49.39699936,49.33300018,49.31299973,49.35100174,49.43700027,49.57600021,49.73199844,49.86800003,49.97399902,50.05199814,50.13800049,50.20299911,50.23899841,50.25600052,50.32799911,50.40599823,50.4679985,50.52099991,50.58200073,50.62599945,50.71300125,50.8030014,50.88700104,50.97800064,51.00799942,51.08499908,51.16899872,51.25099945,49.41400146,49.92599869,,-0.070709618,-0.133436893,-0.129560858,-0.040541742,0.077062873,0.174258945,0.281165803,0.314664816,0.273468976,0.212559142,0.156079394,0.171826007,0.129639447,0.071707465,0.033842446,0.143263681,0.154981554,0.123001779,0.105019825,0.120743501,0.086984931,0.171852016,0.177469584,0.165343841,0.178826815,0.05884652,0.150956056,0.164431115,0.160254714,-3.584316414
Greece,GRC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",35.14300156,32.85800171,33.93000031,34.22499847,34.6570015,35.09700012,36.18500137,35.81999969,39.2859993,40.22800064,40.23600006,39.45600128,39.99100113,40.64500046,41.97000122,42.02000046,42.34000015,42.25999832,42.35499954,43.43799973,44.01399994,43.7120018,43.91500092,43.68500137,44.03900146,44.67300034,44.95299911,44.67100143,44.25299835,44.35699844,43.44100189,43.29700089,,-6.502005367,3.262519144,0.869431672,1.262244092,1.269580771,3.09998361,-1.008709865,9.676157546,2.397804204,0.019885204,-1.938559445,1.355940364,1.635366233,3.259935412,0.119130893,0.761541388,-0.188950947,0.224801762,2.556959497,1.326028402,-0.686141089,0.464401324,-0.523737988,0.810346985,1.439630441,0.626774063,-0.627316722,-0.935736986,0.235012531,-2.06505531
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",39.63999939,39.77799988,40.00099945,40.1570015,40.34799957,40.64599991,40.74399948,41.00500107,41.3409996,41.57699966,41.77099991,41.87900162,42.10800171,42.23099899,42.43899918,42.15399933,41.86500168,41.57400131,41.2840004,40.99300003,40.70399857,40.41500092,40.19200134,39.97000122,40.25500107,38.70999908,39.77700043,38.90100098,39.19300079,39.52199936,36.27399826,37.36299896,,0.348134436,0.560610321,0.389995367,0.475628334,0.738575243,0.241105085,0.64058902,0.819408673,0.570862009,0.466604723,0.258556676,0.546813636,0.292099551,0.49252963,-0.671551764,-0.685575876,-0.695092212,-0.697553534,-0.704874439,-0.705001987,-0.709998183,-0.551774261,-0.552349011,0.713034373,-3.838037368,2.756397231,-2.202276294,0.750622888,0.839431937,-8.218210494
Guam,GUM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",59.50099945,59.53099823,59.58399963,59.64899826,59.72000122,59.78900146,59.85499954,59.91999817,59.98300171,60.04199982,60.09500122,58.11700058,54.43799973,53.54899979,52.65499878,54.84899902,55.25400162,48.3730011,50.90200043,53.41400146,56.49700165,56.18199921,56.25799942,56.32099915,56.37900162,56.37900162,56.36700058,56.34700012,56.30500031,56.33300018,53.54299927,53.94100189,,0.05041727,0.089031606,0.109087384,0.119034623,0.115539589,0.11038498,0.10859348,0.105146098,0.098358045,0.088273882,-3.291456196,-6.330335044,-1.633050339,-1.669500851,4.166746358,0.738395597,-12.45339761,5.22812162,4.934975083,5.771895193,-0.557556033,0.135275025,0.111983586,0.102985517,0,-0.021286361,-0.035482565,-0.074537805,0.049728937,-4.952693637
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",37.09600067,37.78300095,38.51800156,39.22000122,38.69100189,38.15000153,37.56900024,36.97800064,36.38299942,35.79199982,35.21099854,34.6629982,34.11600113,34.56200027,35.02199936,35.49700165,35.98899841,36.50400162,37.02999878,37.5530014,38.06499863,38.56999969,39.06100082,39.54700089,40.04100037,40.54999924,41.07300186,41.60699844,42.15200043,42.50600052,39.68899918,40.30400085,,1.8519524,1.94532089,1.822523589,-1.348799878,-1.398258871,-1.522939079,-1.57310442,-1.609068123,-1.62438395,-1.623271359,-1.556332846,-1.578043155,1.307301943,1.330938837,1.356296892,1.386023445,1.43100177,1.440930141,1.412375484,1.36339894,1.326680905,1.273013049,1.244207908,1.249145245,1.271194191,1.289772218,1.300115789,1.309880559,0.839818011,-6.627302753
High income,HIC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",49.09662275,49.49172232,49.63849177,49.5656827,49.86770249,49.92502653,50.09815597,50.45346069,50.47992006,50.75937245,50.92199723,50.89904102,50.91409631,51.02481922,51.11556666,51.42698608,51.72225744,51.86302242,52.10749421,52.13569903,52.04258026,52.0341967,52.14380576,52.21171339,52.33254301,52.36221415,52.64086224,52.90973074,53.18515449,53.62260906,52.93372816,53.14522891,,0.80473881,0.296553517,-0.146678643,0.609332451,0.114952242,0.346778868,0.709217152,0.052443115,0.553591204,0.320383748,-0.04508113,0.02957872,0.217470049,0.177849616,0.609245754,0.57415645,0.272155523,0.471379766,0.054128144,-0.178608466,-0.016109042,0.210648129,0.130231439,0.231422445,0.056697305,0.532154904,0.510760056,0.52055405,0.822512547,-1.28468366
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",46.6269989,47.80699921,46.29700089,46.57400131,47.2519989,47.5359993,47.80799866,48.05500031,48.70999908,48.84400177,48.97999954,50.65299988,51.93500137,51.59500122,51.81600189,51.91500092,52.6269989,53.06200027,53.14899826,53.24100113,51.90800095,52.94300079,53.52899933,54.47900009,54.53499985,54.72100067,54.77999878,55.04999924,55.10499954,54.93899918,54.1629982,53.52399826,,2.530723257,-3.158529811,0.598311817,1.455742625,0.601033614,0.572196573,0.516653395,1.363018989,0.275103034,0.278432903,3.415680587,2.530948806,-0.654664761,0.42833737,0.191058785,1.371468696,0.826574538,0.163955345,0.173103674,-2.503709838,1.993911976,1.106847981,1.774740374,0.102791453,0.341066883,0.107816208,0.49288146,0.099909729,-0.301243748,-1.412477454
Honduras,HND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",44.45199966,43.98199844,44.38399887,44.83399963,44.71900177,45.13700104,45.16199875,45.42900085,45.60800171,45.4090004,43.70100021,43.27799988,42.86000061,42.45000076,42.04600143,41.64899826,38.70999908,38.06999969,39.66899872,41.13999939,42.86000061,39.88399887,38.49000168,43.59600067,46.1780014,46.71500015,46.06600189,45.92100143,50.16699982,44.67399979,41.34000015,42.33000183,,-1.05732301,0.914011281,1.01388062,-0.256496999,0.934724057,0.055381861,0.591209674,0.394023314,-0.436329821,-3.761369262,-0.967942,-0.965847009,-0.956602524,-0.951706293,-0.944211483,-7.056590311,-1.653318018,4.200155073,3.708187045,4.180848921,-6.943541057,-3.495128954,13.26578013,5.922563292,1.162888675,-1.389271665,-0.314766752,9.246310511,-10.94942901,-7.462953059
